Info : 377 948 ftdi.c:301 ftdi_speed(): ftdi: if you experience problems at higher adapter clocks, try the command "ftdi_tdo_sample_edge falling"
Info : 380 948 core.c:1479 adapter_init(): clock speed 10000 kHz
Info : 389 1449 core.c:1037 jtag_examine_chain_display(): JTAG tap: nds.tap tap/device found: 0x1000563d (mfg: 0x31e (Andes Technology Corporation), part: 0x0005, ver: 0x1)
User : 656 1592 command.c:546 command_print(): configure: bak_debug_buf = 0x00200000
Debug: 657 1593 nds32_v5_cmd.c:502 handle_ndsv5_configure_command(): p_nds_bak_debug_buffer_start = 0xffd90008, p_nds_bak_debug_buffer_end = 0xfff90008
User : 660 1593 command.c:546 command_print(): configure: tdesc_bit ndsv5_tdesc_bitfield.xml
User : 663 1593 command.c:546 command_print(): configure: aligned_access
User : 666 1593 command.c:546 command_print(): configure: reg_symbolic_name
User : 669 1593 command.c:546 command_print(): configure: scan_retry_times = 0x00000003
User : 672 1593 command.c:546 command_print(): configure: jtag_scans_optimize = 0x00000004
User : 677 1593 command.c:546 command_print(): configure: jtag_max_scans = 0x00000040
User : 680 1593 command.c:546 command_print(): configure: dis_condition_break = 0x00000001
User : 683 1593 command.c:546 command_print(): configure: wip_bytes_per_dot = 0x00002000
User : 686 1593 command.c:546 command_print(): configure: dmi_quick_access = 0x00000000
User : 689 1593 command.c:546 command_print(): configure: dmi_access_mem = 0x00000000
User : 693 1593 command.c:546 command_print(): configure: log_file_size = 0x00a00000
User : 696 1593 command.c:546 command_print(): configure: desc Andes_v4.5.1_BUILD_ID_2019051618
User : 699 1594 command.c:546 command_print(): configure: burn_port 2354
Info : 701 1594 server.c:337 add_service(): Listening on port 2354 for burner connections
User : 704 1594 command.c:546 command_print(): configure: halt_on_reset = 0x00000000
Info : 709 1594 server.c:337 add_service(): Listening on port 6666 for tcl connections
Info : 710 1594 server.c:337 add_service(): Listening on port 4444 for telnet connections
Info : 757 1596 core.c:1037 jtag_examine_chain_display(): JTAG tap: nds.tap tap/device found: 0x1000563d (mfg: 0x31e (Andes Technology Corporation), part: 0x0005, ver: 0x1)
Error: 845 1609 riscv-013.c:857 execute_abstract_command(): command 0x321008 failed; abstractcs=0x8000304
Debug: 860 1627 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[misa] = 0x40901105 
Debug: 862 1628 nds32_v5_cmd.c:1784 ndsv5_redefine_CSR_name(): ndsv5_redefine_CSR_name
Debug: 136924 1218768 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 136941 1218769 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 136974 1218772 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 136983 1218773 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 137019 1218777 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 137508 1218850 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 137523 1218852 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 137536 1218853 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 137559 1218855 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 137571 1218856 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 137588 1218858 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 137600 1218859 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
User : 137610 1218860 nds_spiflash.c:470 ndsspi_write_sector_buffer(): 
SPI_DOT
Debug: 137658 1218866 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 137662 1218866 riscv-013.c:3821 write_memory(): writing 1 words of 4 bytes to 0x00003108 = 0x17001008
Debug: 137672 1218866 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 137681 1218867 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 137694 1218867 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 137718 1218870 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 137727 1218871 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 137772 1218875 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 137776 1218875 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000310c = 0x61290200
Debug: 137786 1218876 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 137795 1218877 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 137808 1218877 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x310c 
Debug: 137832 1218880 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 137841 1218881 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 137879 1218884 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 137897 1218885 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 137908 1218886 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 137918 1218887 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
Debug: 137933 1218889 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 137944 1218890 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 137967 1218892 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 137980 1218893 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 137997 1218895 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 138030 1218898 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 138039 1218899 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 138075 1218903 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 139404 1219102 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 139419 1219103 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 139432 1219104 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 139455 1219107 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 139467 1219108 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 139484 1219109 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 139496 1219110 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 141715 1219126 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 141719 1219126 riscv-013.c:3821 write_memory(): writing 8174 words of 4 bytes to 0x00003108 = 0x00fc0004
Debug: 141729 1219127 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 141738 1219128 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 141751 1219128 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 150827 1219304 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 150836 1219305 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 150881 1219309 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 150885 1219309 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000b0c0 = 0x00000200
Debug: 150895 1219310 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 150904 1219310 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 150917 1219311 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0xb0c0 
Debug: 150941 1219314 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 150950 1219314 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 150988 1219317 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 151006 1219319 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 151017 1219320 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 151027 1219321 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
Debug: 151042 1219323 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 151053 1219324 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 151076 1219326 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 151089 1219327 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 151106 1219329 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 151139 1219332 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 151148 1219333 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 151184 1219337 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 151663 1219408 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 151678 1219410 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 151691 1219411 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 151714 1219413 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 151726 1219414 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 151743 1219416 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 151755 1219417 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
User : 151765 1219418 nds_spiflash.c:470 ndsspi_write_sector_buffer(): 
SPI_DOT
Debug: 151813 1219423 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 151817 1219423 riscv-013.c:3821 write_memory(): writing 1 words of 4 bytes to 0x00003108 = 0x1f001808
Debug: 151827 1219424 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 151836 1219425 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 151849 1219425 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 151873 1219428 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 151882 1219429 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 151927 1219433 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 151931 1219433 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000310c = 0x61290200
Debug: 151941 1219434 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 151950 1219434 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 151963 1219435 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x310c 
Debug: 151987 1219438 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 151996 1219438 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 152034 1219441 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 152052 1219443 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 152063 1219444 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 152073 1219445 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
Debug: 152088 1219447 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 152099 1219448 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 152122 1219451 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 152135 1219452 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 152152 1219453 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 152185 1219456 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 152194 1219457 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 152230 1219461 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 153549 1219659 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 153564 1219661 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 153577 1219662 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 153600 1219664 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 153612 1219665 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 153629 1219667 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 153641 1219668 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 155860 1219684 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 155864 1219684 riscv-013.c:3821 write_memory(): writing 8174 words of 4 bytes to 0x00003108 = 0x017a0004
Debug: 155874 1219685 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 155883 1219685 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 155896 1219686 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 164972 1219861 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 164981 1219862 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 165026 1219866 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 165030 1219866 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000b0c0 = 0x00000220
Debug: 165040 1219867 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 165049 1219868 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 165062 1219868 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0xb0c0 
Debug: 165086 1219871 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 165095 1219872 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 165133 1219875 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 165151 1219876 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 165162 1219877 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 165172 1219878 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
Debug: 165187 1219880 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 165198 1219881 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 165221 1219883 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 165234 1219884 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 165251 1219886 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 165284 1219889 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 165293 1219890 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 165329 1219893 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 165798 1219964 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 165813 1219965 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 165826 1219966 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 165849 1219969 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 165861 1219970 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 165878 1219971 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 165890 1219972 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
User : 165900 1219973 nds_spiflash.c:470 ndsspi_write_sector_buffer(): 
SPI_DOT
Debug: 165948 1219979 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 165952 1219979 riscv-013.c:3821 write_memory(): writing 1 words of 4 bytes to 0x00003108 = 0x27002008
Debug: 165962 1219980 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 165971 1219981 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 165984 1219981 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 166008 1219984 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 166017 1219985 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 166062 1219989 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 166066 1219989 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000310c = 0x61290200
Debug: 166076 1219990 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 166085 1219990 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 166098 1219991 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x310c 
Debug: 166122 1219994 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 166131 1219994 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 166169 1219998 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 166187 1219999 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 166198 1220000 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 166208 1220001 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
Debug: 166223 1220003 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 166234 1220005 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 166257 1220007 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 166270 1220008 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x0 
Debug: 166287 1220010 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x0 
Debug: 166320 1220013 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 166329 1220014 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dcsr] <- 0x4000b643  xdebugver=0x1 ebreakm ebreaks ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 166365 1220018 nds32_v5_cmd.c:2391 ndsv5_callback_event_handler(): event = 0x00000002, RESUMED
Debug: 167735 1220223 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 167750 1220225 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x38 
Debug: 167763 1220226 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[mstatus] <- 0x1800 
Debug: 167786 1220229 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[mstatus] = 0x1800 
Debug: 167798 1220230 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[dpc] <- 0x80000000 
Debug: 167815 1220231 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 167827 1220232 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 170046 1220249 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 170050 1220249 riscv-013.c:3821 write_memory(): writing 8174 words of 4 bytes to 0x00003108 = 0x01f80004
Debug: 170060 1220249 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 170069 1220250 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 170082 1220250 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x3108 
Debug: 179157 1220426 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 179166 1220427 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 179211 1220431 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dcsr] = 0x40009643  xdebugver=0x1 ebreakm ebreaku stopcycle stoptime cause=0x1 prv=0x3
Debug: 179215 1220431 riscv-013.c:3821 write_memory(): writing 1 words of 2 bytes to 0x0000b0c0 = 0x000002fe
Debug: 179225 1220432 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s0] = 0x10000 
Debug: 179234 1220433 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[s1] = 0x0 
Debug: 179247 1220433 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0xb0c0 
Debug: 179271 1220436 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s1] <- 0x0 
Debug: 179280 1220437 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[s0] <- 0x10000 
Debug: 179318 1220440 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[dpc] = 0x80000000 
Debug: 179336 1220442 riscv-013.c:1466 register_read_direct(): [nds.tap] hart[0] reg[x17] = 0x0 
Debug: 179347 1220443 riscv-013.c:1282 register_write_direct(): [nds.tap] hart[0] reg[x17] <- 0x0 
Debug: 179357 1220443 nds32_v5_cmd.c:1816 ndsv5_get_CSR_name(): mstatus
